0.0023599996        ,159 ,0.00615999941      ,254
0.008799999952      ,320 ,0.0119599998       ,399
0.015399999         ,485 ,0.0187199991       ,568
0.02207999863       ,652 ,0.02547999844      ,737
0.02931999974       ,833 ,0.03232000023      ,908
0.03579999879       ,995 ,0.0391599983       ,1079
0.042919997130000005,1173,0.0457999967       ,1245
0.04967999831       ,1342,0.05255999789      ,1414
0.056679997593      ,1517,0.059559997171     ,1589
0.06343999505       ,1686,0.065999999642     ,1750
0.070439994335      ,1861,0.07295999676      ,1924
0.076959997416      ,2024,0.079719997942     ,2093
0.08404000103499999 ,2201,0.08683999627800001,2271
0.090719997883      ,2368,0.09347999841      ,2437
